Name,Day,Date,Raid,Type,Reason,Points,Alt or 2nd Main,Class,Guild Rank,Alt,DKP Rank,Attendance Calc,Level
Doraemon,Sat,07/17/21,07/17 PoTime,Earned,Raid - Attendance - 20/hr,100,,Beastlord,<<< Class Lead >>>,,Main,0.83,70
Renab,Sat,07/17/21,07/17 PoTime,Earned,Raid - Attendance - 20/hr,100,,Ranger,Raider,,Main,0.83,70
Shamash,Sat,07/17/21,07/17 PoTime,Earned,Raid - Attendance - 20/hr,80,,Warrior,Inactive,,zInactive,0.67,65
Tators,Sat,07/17/21,07/17 PoTime,Earned,Raid - Attendance - 20/hr,100,,Enchanter,Raider,,Main,0.83,70
Tomdar,Sat,07/17/21,07/17 PoTime,Earned,Raid - Attendance - 20/hr,100,,Cleric,Raider,,Main,0.83,70
Utair,Sat,07/17/21,07/17 PoTime,Earned,Raid - Attendance - 20/hr,40,,Druid,Raider,,Main,0.33,70
Xarielx,Sat,07/17/21,07/17 PoTime,Earned,Raid - Attendance - 20/hr,80,,Wizard,Raider,,Main,0.67,70
Zortax,Sat,07/17/21,07/17 PoTime,Earned,Raid - Attendance - 20/hr,100,,Warrior,Raider,,Main,0.83,70
Pigglet,Sat,07/17/21,07/17 PoTime,Earned,Raid - Attendance - 20/hr,100,,Warrior,Raider,,Main,0.83,70
Curron,Sat,07/17/21,07/17 PoTime,Earned,Raid - Attendance - 20/hr,100,,Ranger,Raider,,Main,0.83,70
Froddo,Sat,07/17/21,07/17 PoTime,Earned,Raid - Attendance - 20/hr,100,,#N/A,#N/A,#N/A,#N/A,0.83,#N/A
Gerou,Sat,07/17/21,07/17 PoTime,Earned,Raid - Attendance - 20/hr,100,,#N/A,#N/A,#N/A,#N/A,0.83,#N/A
Karalaine,Sat,07/17/21,07/17 PoTime,Earned,Raid - Attendance - 20/hr,100,,Druid,Raider,,Main,0.83,70
Sitoknight,Sat,07/17/21,07/17 PoTime,Earned,Raid - Attendance - 20/hr,100,,#N/A,#N/A,#N/A,#N/A,0.83,#N/A
Sinidan,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),50,,Rogue,Raider,,Main,0.00,70
Glooping,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Necromancer,<<< Officer >>>,,Main,0.00,70
Kirynn,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Enchanter,Raider,,Main,0.00,70
Mortimus,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Necromancer,<<< Officer >>>,,Main,0.00,70
Olivercromwell,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Penelo,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Monk,<<< Guild Leader >>>,,Main,0.00,70
Raage,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),160,,Warrior,<<< Officer >>>,,Main,0.00,70
Sacristan,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Paladin,<<< Class Lead >>>,,Main,0.00,70
Scylla,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Cleric,<<< Officer >>>,,Main,0.00,70
Tyrus,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Berserker,<<< Officer >>>,,Main,0.00,70
Yilumi,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Monk,Inactive,,zInactive,0.00,65
Advenia,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Magician,<<< Class Lead >>>,,Main,0.00,70
Baconlegs,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Monk,<<< Officer >>>,,Main,0.00,70
Boogabooga,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Shadow Knight,<<< Class Lead >>>,,Main,0.00,70
Bramil,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Necromancer,Raider,,Main,0.00,70
Fenbus,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Bard,Inactive,,zInactive,0.00,65
Silvae,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Cleric,<<< Class Lead >>>,,Main,0.00,70
Trystyl,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Wizard,<<< Class Lead >>>,,Main,0.00,70
Voltha,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Shaman,<<< Class Lead >>>,,Main,0.00,70
Yzzy,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Rogue,<<< Class Lead >>>,,Main,0.00,70
Albright,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Paladin,Raider,,Main,0.00,70
Bipp,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Blazay,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Fedsmokerr,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Wizard,Raider,,Main,0.00,70
Boomerbear,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),190,,Magician,Inactive,,zInactive,0.00,65
Claud,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Clawdess,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Rogue,Raider,,Main,0.00,70
Denia,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Warrior,Inactive,,zInactive,0.00,65
Drae,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Paladin,Raider,,Main,0.00,70
Elynore,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),160,,Druid,Raider,,Main,0.00,70
Flatline,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),120,,Necromancer,Raider,,Main,0.00,70
Gausbert,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Bard,Raider,,Main,0.00,70
Genexis,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Guzz,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Shadow Knight,Raider,,Main,0.00,70
Helbinor,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Necromancer,Raider,,Main,0.00,70
Nastynate,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Shadow Knight,Raider,,Main,0.00,70
Mayfair,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Druid,Raider,,Main,0.00,70
Mitivo,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),200,,Magician,Inactive,,zInactive,0.00,65
Naturalshm,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Shaman,Inactive,,zInactive,0.00,65
Nistalkin,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Magician,Raider,,Main,0.00,70
Oakwynd,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Ranger,Raider,,Main,0.00,70
Doraemon,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Beastlord,<<< Class Lead >>>,,Main,0.00,70
Renab,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Ranger,Raider,,Main,0.00,70
Shamash,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Warrior,Inactive,,zInactive,0.00,65
Tators,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Enchanter,Raider,,Main,0.00,70
Tomdar,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Cleric,Raider,,Main,0.00,70
Utair,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),20,,Druid,Raider,,Main,0.00,70
Xarielx,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),110,,Wizard,Raider,,Main,0.00,70
Zortax,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Warrior,Raider,,Main,0.00,70
Pigglet,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Warrior,Raider,,Main,0.00,70
Curron,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Ranger,Raider,,Main,0.00,70
Froddo,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Gerou,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Karalaine,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,Druid,Raider,,Main,0.00,70
Sitoknight,Sat,07/17/21,07/17 PoTime,Earned,BOSS KILLS (10 each),210,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Sinidan,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Rogue,Raider,,Main,0.00,70
Glooping,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Necromancer,<<< Officer >>>,,Main,0.00,70
Kirynn,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Enchanter,Raider,,Main,0.00,70
Mortimus,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Necromancer,<<< Officer >>>,,Main,0.00,70
Olivercromwell,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Penelo,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Monk,<<< Guild Leader >>>,,Main,0.00,70
Raage,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Warrior,<<< Officer >>>,,Main,0.00,70
Sacristan,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Paladin,<<< Class Lead >>>,,Main,0.00,70
Scylla,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Cleric,<<< Officer >>>,,Main,0.00,70
Tyrus,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Berserker,<<< Officer >>>,,Main,0.00,70
Yilumi,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Monk,Inactive,,zInactive,0.00,65
Advenia,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Magician,<<< Class Lead >>>,,Main,0.00,70
Baconlegs,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Monk,<<< Officer >>>,,Main,0.00,70
Boogabooga,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Shadow Knight,<<< Class Lead >>>,,Main,0.00,70
Bramil,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Necromancer,Raider,,Main,0.00,70
Fenbus,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Bard,Inactive,,zInactive,0.00,65
Silvae,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Cleric,<<< Class Lead >>>,,Main,0.00,70
Trystyl,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Wizard,<<< Class Lead >>>,,Main,0.00,70
Voltha,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Shaman,<<< Class Lead >>>,,Main,0.00,70
Yzzy,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Rogue,<<< Class Lead >>>,,Main,0.00,70
Albright,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Paladin,Raider,,Main,0.00,70
Bipp,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Blazay,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Fedsmokerr,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Wizard,Raider,,Main,0.00,70
Boomerbear,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Magician,Inactive,,zInactive,0.00,65
Claud,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Clawdess,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Rogue,Raider,,Main,0.00,70
Denia,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Warrior,Inactive,,zInactive,0.00,65
Drae,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Paladin,Raider,,Main,0.00,70
Elynore,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),0,,Druid,Raider,,Main,0.00,70
Flatline,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),0,,Necromancer,Raider,,Main,0.00,70
Gausbert,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Bard,Raider,,Main,0.00,70
Genexis,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Guzz,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Shadow Knight,Raider,,Main,0.00,70
Helbinor,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Necromancer,Raider,,Main,0.00,70
Nastynate,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Shadow Knight,Raider,,Main,0.00,70
Mayfair,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Druid,Raider,,Main,0.00,70
Mitivo,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),0,,Magician,Inactive,,zInactive,0.00,65
Naturalshm,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Shaman,Inactive,,zInactive,0.00,65
Nistalkin,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Magician,Raider,,Main,0.00,70
Oakwynd,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Ranger,Raider,,Main,0.00,70
Doraemon,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Beastlord,<<< Class Lead >>>,,Main,0.00,70
Renab,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Ranger,Raider,,Main,0.00,70
Shamash,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Warrior,Inactive,,zInactive,0.00,65
Tators,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Enchanter,Raider,,Main,0.00,70
Tomdar,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Cleric,Raider,,Main,0.00,70
Utair,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Druid,Raider,,Main,0.00,70
Xarielx,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Wizard,Raider,,Main,0.00,70
Zortax,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Warrior,Raider,,Main,0.00,70
Pigglet,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Warrior,Raider,,Main,0.00,70
Curron,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Ranger,Raider,,Main,0.00,70
Froddo,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Gerou,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Karalaine,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,Druid,Raider,,Main,0.00,70
Sitoknight,Sat,07/17/21,07/17 PoTime,Earned,CLOSEOUT (10),10,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Sinidan,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Rogue,Raider,,Main,0.00,70
Glooping,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Necromancer,<<< Officer >>>,,Main,0.00,70
Kirynn,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Enchanter,Raider,,Main,0.00,70
Mortimus,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Necromancer,<<< Officer >>>,,Main,0.00,70
Olivercromwell,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Penelo,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Monk,<<< Guild Leader >>>,,Main,0.00,70
Raage,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Warrior,<<< Officer >>>,,Main,0.00,70
Sacristan,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Paladin,<<< Class Lead >>>,,Main,0.00,70
Scylla,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),0,,Cleric,<<< Officer >>>,,Main,0.00,70
Tyrus,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Berserker,<<< Officer >>>,,Main,0.00,70
Yilumi,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Monk,Inactive,,zInactive,0.00,65
Advenia,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Magician,<<< Class Lead >>>,,Main,0.00,70
Baconlegs,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Monk,<<< Officer >>>,,Main,0.00,70
Boogabooga,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Shadow Knight,<<< Class Lead >>>,,Main,0.00,70
Bramil,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Necromancer,Raider,,Main,0.00,70
Fenbus,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Bard,Inactive,,zInactive,0.00,65
Silvae,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Cleric,<<< Class Lead >>>,,Main,0.00,70
Trystyl,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Wizard,<<< Class Lead >>>,,Main,0.00,70
Voltha,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Shaman,<<< Class Lead >>>,,Main,0.00,70
Yzzy,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Rogue,<<< Class Lead >>>,,Main,0.00,70
Albright,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Paladin,Raider,,Main,0.00,70
Bipp,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Blazay,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Fedsmokerr,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Wizard,Raider,,Main,0.00,70
Boomerbear,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),0,,Magician,Inactive,,zInactive,0.00,65
Claud,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Clawdess,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Rogue,Raider,,Main,0.00,70
Denia,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Warrior,Inactive,,zInactive,0.00,65
Drae,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Paladin,Raider,,Main,0.00,70
Elynore,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),0,,Druid,Raider,,Main,0.00,70
Flatline,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),0,,Necromancer,Raider,,Main,0.00,70
Gausbert,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Bard,Raider,,Main,0.00,70
Genexis,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Guzz,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Shadow Knight,Raider,,Main,0.00,70
Helbinor,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Necromancer,Raider,,Main,0.00,70
Nastynate,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),0,,Shadow Knight,Raider,,Main,0.00,70
Mayfair,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Druid,Raider,,Main,0.00,70
Mitivo,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),0,,Magician,Inactive,,zInactive,0.00,65
Naturalshm,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Shaman,Inactive,,zInactive,0.00,65
Nistalkin,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Magician,Raider,,Main,0.00,70
Oakwynd,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Ranger,Raider,,Main,0.00,70
Doraemon,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Beastlord,<<< Class Lead >>>,,Main,0.00,70
Renab,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Ranger,Raider,,Main,0.00,70
Shamash,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),0,,Warrior,Inactive,,zInactive,0.00,65
Tators,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Enchanter,Raider,,Main,0.00,70
Tomdar,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Cleric,Raider,,Main,0.00,70
Utair,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Druid,Raider,,Main,0.00,70
Xarielx,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),0,,Wizard,Raider,,Main,0.00,70
Zortax,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Warrior,Raider,,Main,0.00,70
Pigglet,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Warrior,Raider,,Main,0.00,70
Curron,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Ranger,Raider,,Main,0.00,70
Froddo,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Gerou,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Karalaine,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,Druid,Raider,,Main,0.00,70
Sitoknight,Sat,07/17/21,07/17 PoTime,Earned,OVERTIME BONUS (10),10,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Advenia,Sun,07/18/21,07/18 PoFire / PoEarth / PoWater,Spent,lava forged face mask,-80,Brendana (2nd main),Magician,<<< Class Lead >>>,,Main,0.00,70
Voltha,Sun,07/18/21,07/18 PoFire / PoEarth / PoWater,Spent,shimmering sleeves of flame,-10,Seryne (Alt),Shaman,<<< Class Lead >>>,,Main,0.00,70
Nistalkin,Sun,07/18/21,07/18 PoFire / PoEarth / PoWater,Spent,shining crimson shawl,-45,,Magician,Raider,,Main,0.00,70
Mitivo,Sun,07/18/21,07/18 PoFire / PoEarth / PoWater,Spent,elemental silk bracelet pattern,-10,,Magician,Inactive,,zInactive,0.00,65
Blazay,Sun,07/18/21,07/18 PoFire / PoEarth / PoWater,Spent,necklace of reflected flames,-130,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Fenbus,Sun,07/18/21,07/18 PoFire / PoEarth / PoWater,Spent,elemental boot mold,-505,,Bard,Inactive,,zInactive,0.00,65
Mitivo,Sun,07/18/21,07/18 PoFire / PoEarth / PoWater,Spent,elemental silk boot pattern,-10,,Magician,Inactive,,zInactive,0.00,65
Sacristan,Sun,07/18/21,07/18 PoFire / PoEarth / PoWater,Spent,elemental bracer mold,-205,,Paladin,<<< Class Lead >>>,,Main,0.00,70
Oakwynd,Sun,07/18/21,07/18 PoFire / PoEarth / PoWater,Spent,mask of the insightful,-205,,Ranger,Raider,,Main,0.00,70
Sinidan,Sun,07/18/21,07/18 PoFire / PoEarth / PoWater,Spent,blackflame sphere,-35,,Rogue,Raider,,Main,0.00,70
Sitoknight,Sun,07/18/21,07/18 PoFire / PoEarth / PoWater,Spent,elemental gauntlet mold,-10,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Kirynn,Sun,07/18/21,07/18 PoFire / PoEarth / PoWater,Spent,elemental chain sleeve pattern,-30,Onnyx (2nd main),Enchanter,Raider,,Main,0.00,70
Tomdar,Sun,07/18/21,07/18 PoFire / PoEarth / PoWater,Spent,elemental vambrace mold,-200,,Cleric,Raider,,Main,0.00,70
Patchouli,Sun,07/18/21,07/18 PoFire / PoEarth / PoWater,Spent,elemental chain coif pattern,-125,,Shaman,<<< Officer >>>,,Main,0.00,70
Shamash,Sun,07/18/21,07/18 PoFire / PoEarth / PoWater,Spent,elemental helm mold,-250,,Warrior,Inactive,,zInactive,0.00,65
Glooping,Sun,07/18/21,07/18 PoFire / PoEarth / PoWater,Spent,elemental silk turban pattern,-10,,Necromancer,<<< Officer >>>,,Main,0.00,70
Mitivo,Sun,07/18/21,07/18 PoFire / PoEarth / PoWater,Spent,elemental silk turban pattern,-10,,Magician,Inactive,,zInactive,0.00,65
Blazay,Sun,07/18/21,07/18 PoFire / PoEarth / PoWater,Spent,sable shoes of flame,-205,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Advenia,Sun,07/18/21,07/18 PoFire / PoEarth / PoWater,Spent,fire crested rune,-205,,Magician,<<< Class Lead >>>,,Main,0.00,70
Blazay,Sun,07/18/21,07/18 PoFire / PoEarth / PoWater,Spent,great mask of flame,-205,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Oakwynd,Sun,07/18/21,07/18 PoFire / PoEarth / PoWater,Spent,"ifir, dagger of fire",-110,,Ranger,Raider,,Main,0.00,70
Tomdar,Sun,07/18/21,07/18 PoFire / PoEarth / PoWater,Spent,elemental boot mold,-410,,Cleric,Raider,,Main,0.00,70
Zortax,Sun,07/18/21,07/18 PoFire / PoEarth / PoWater,Spent,elemental helm mold,-205,,Warrior,Raider,,Main,0.00,70
Vonbank,Sun,07/18/21,07/18 PoFire / PoEarth / PoWater,Spent,elemental gauntlet mold,0,Rot,Enchanter,<<< Officer >>>,A,zAlt,0.00,1
Mayfair,Sun,07/18/21,07/18 PoFire / PoEarth / PoWater,Spent,elemental leather sleeve pattern,-255,,Druid,Raider,,Main,0.00,70
